,wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price_category
62833,monolith,11,16.0,69.0,16.0,55.570339,37.491754,0
62834,monolith,15,17.0,68.3,10.6,55.594224,37.341035,0
62835,monolithBrick,3,12.0,69.6,11.7,55.56784,37.473626,0
62836,monolith,10,11.0,72.0,13.0,55.625211,37.345491,0
62837,monolithBrick,1,15.0,71.0,14.0,55.656346,37.42432700000001,0
62838,monolith,2,6.0,72.0,16.0,55.65392900000001,37.42315900000001,0
62839,panel,14,17.0,71.0,10.0,55.63656999999999,37.321461,0
62840,brick,5,17.0,70.0,15.8,55.502538,37.557655,0
62841,monolith,10,21.0,70.0,15.0,55.49470600000001,37.553136,0
62842,monolith,15,16.0,71.3,15.0,55.57109300000001,37.491718,0
62843,brick,8,9.0,71.6,16.5,55.627727,37.342984,0
62844,monolith,2,8.0,70.0,16.0,55.570497,37.490604,0
62845,panel,16,17.0,71.7,12.0,55.603919,37.35863300000001,0
62846,monolith,6,9.0,70.0,16.0,55.566949,37.470833,0
62847,panel,4,9.0,72.2,10.0,55.515125,37.535457,0
62848,monolith,2,21.0,70.0,13.0,55.49414,37.552031,0
62849,monolithBrick,11,18.0,70.0,14.0,55.49480300000001,37.556002,0
62850,panel,2,9.0,72.5,9.8,55.515125,37.535457,0
62851,monolithBrick,13,17.0,70.0,14.0,55.511664,37.568479,0
62852,monolith,2,3.0,70.0,14.0,55.518958,37.393407,0
62853,panel,6,10.0,72.0,8.0,55.51375899999999,37.565192,0
62854,monolith,9,19.0,71.0,13.0,55.62635,37.310932,0
62855,monolith,11,16.0,72.0,15.0,55.567097,37.496713,0
62856,monolithBrick,15,17.0,72.0,9.0,55.50451700000001,37.536823,0
62857,panel,13,25.0,70.0,12.0,55.59395,37.365406,0
62858,panel,1,18.0,70.0,10.1,55.54429,37.486957,0
62859,monolith,15,15.0,70.5,8.5,55.594107,37.458166,0
62860,monolith,15,16.0,72.5,26.0,55.567097,37.496713,0
62861,monolithBrick,2,17.0,70.0,16.0,55.56840500000001,37.485933,0
62862,monolith,12,25.0,70.0,12.0,55.59395,37.365406,0
62863,monolith,5,9.0,72.0,12.4,55.592637,37.461122,0
62864,monolith,2,17.0,70.0,16.0,55.56901600000001,37.48614,0
62865,monolith,4,18.0,70.0,13.0,55.54429,37.486957,0
62866,monolith,15,16.0,70.0,15.0,55.57109300000001,37.491718,0
62867,monolith,12,17.0,70.2,15.0,55.573052,37.48764,0
62868,monolith,6,15.0,70.0,11.0,55.617383,37.409909000000006,0
62869,monolith,11,16.0,71.0,15.0,55.57109300000001,37.491718,0
62870,monolith,9,17.0,70.0,16.0,55.569036,37.487263,0
62871,monolithBrick,9,17.0,70.0,16.0,55.569036,37.487263,0
62872,panel,5,17.0,72.0,12.0,55.525461,37.509837,0
62873,monolith,11,12.0,70.0,17.0,55.566949,37.470833,0
62874,monolithBrick,8,25.0,70.0,11.0,55.565127,37.476743,0
62875,panel,3,17.0,72.3,10.1,55.636651,37.317481,0
62876,monolith,6,14.0,70.0,9.0,55.594107,37.458166,0
62877,monolithBrick,2,8.0,70.0,18.0,55.568415,37.486912,0
62878,monolith,5,11.0,71.0,20.0,55.625211,37.345491,0
62879,monolith,4,12.0,70.0,10.0,55.653482,37.424228,0
62880,panel,8,16.0,71.8,32.5,55.52431899999999,37.514015,0
62881,monolith,10,21.0,71.8,13.0,55.49414,37.552031,0
62882,brick,2,3.0,72.0,8.0,55.51355,37.570429,0
62883,monolith,2,3.0,70.5,14.0,55.518958,37.393407,0
62884,brick,9,9.0,70.5,10.0,55.47508199999999,37.537874,0
62885,monolithBrick,11,17.0,72.0,8.5,55.50451700000001,37.536823,0
62886,monolithBrick,4,15.0,71.0,10.0,55.512036,37.573663,0
62887,monolith,2,16.0,70.0,10.0,55.504986,37.534793,0
62888,panel,16,17.0,72.2,11.5,55.620662,37.304878,0
62889,panel,8,10.0,70.0,12.0,55.61417,37.473824,0
62890,panel,1,17.0,71.5,11.0,55.59171600000001,37.378405,0
62891,monolithBrick,7,15.0,72.0,11.0,55.593054,37.460313,0
62892,monolith,1,18.0,70.0,11.0,55.54429,37.486957,0
62893,brick,7,17.0,70.0,11.0,55.597449,37.343568,0
62894,monolith,12,13.0,71.4,10.0,55.59151800000001,37.455669,0
62895,monolith,3,9.0,71.6,16.3,55.62893199999999,37.341843,0
62896,panel,1,17.0,71.0,12.0,55.591635,37.379896,0
62897,monolith,7,9.0,72.0,13.0,55.587774,37.456936,0
62898,monolith,10,19.0,71.0,11.0,55.59579100000001,37.344745,0
62899,monolithBrick,8,17.0,71.0,12.0,55.597607,37.34179,0
62900,monolith,2,16.0,71.2,17.0,55.56868000000001,37.492769,0
62901,monolith,1,17.0,71.7,12.0,55.565397,37.470338,0
62902,monolith,8,16.0,71.0,16.0,55.570339,37.491754,0
62903,monolith,8,16.0,71.0,16.0,55.570339,37.491754,0
62904,panel,4,14.0,72.4,10.0,55.622736,37.30481500000001,0
62905,monolith,4,17.0,70.0,16.0,55.569036,37.487263,0
62906,monolith,10,12.0,72.2,16.0,55.573327,37.490506,0
62907,monolith,9,17.0,70.0,16.0,55.569036,37.487263,0
62908,monolith,9,17.0,70.0,16.0,55.56901600000001,37.48614,0
62909,monolith,3,15.0,70.0,10.5,55.617383,37.409909000000006,0
62910,monolith,2,9.0,70.0,15.0,55.627727,37.342984,0
62911,monolith,14,14.0,70.6,10.1,55.592637,37.461122,0
62912,monolith,2,9.0,72.0,18.0,55.62893199999999,37.341843,0
62913,monolith,6,9.0,70.0,14.0,55.62893199999999,37.341843,0
62914,monolith,14,17.0,72.0,16.0,55.565397,37.470338,0
62915,monolith,4,12.0,71.0,13.5,55.65339,37.426393,0
62916,monolith,5,11.0,71.0,16.0,55.625211,37.345491,0
62917,panel,1,18.0,74.0,18.0,55.542126,37.490209,0
62918,monolith,10,14.0,73.2,10.2,55.592256000000006,37.459361,0
62919,panel,15,17.0,74.3,13.3,55.623158,37.300817,0
62920,panel,12,17.0,73.5,11.5,55.621374,37.30574,0
62921,monolith,6,15.0,74.0,11.0,55.656346,37.42432700000001,0
62922,brick,2,3.0,73.6,14.2,55.519254,37.39488,0
62923,monolith,5,12.0,73.51,10.0,55.653482,37.424228,0
62924,monolithBrick,6,17.0,73.0,15.0,55.4449,37.522953,0
62925,monolith,6,14.0,74.8,10.9,55.525609,37.442329,0
62926,monolithBrick,9,12.0,74.5,14.0,55.468433,37.542608,0
62927,monolith,17,17.0,74.4,10.5,55.565397,37.470338,0
62928,monolith,11,16.0,74.0,26.0,55.567097,37.496713,0
62929,panel,5,17.0,74.7,10.0,55.517913,37.352075,0
62930,panel,2,17.0,74.6,12.0,55.525461,37.509837,0
62931,monolith,8,12.0,74.1,18.9,55.573327,37.490506,0
62932,monolithBrick,25,25.0,74.0,14.0,55.59845600000001,37.36541500000001,0
62933,monolith,23,25.0,74.5,16.9,55.59845600000001,37.36541500000001,0
62934,monolith,1,12.0,73.0,13.0,55.653482,37.424228,0
62935,panel,2,17.0,74.3,12.0,55.526093,37.510745,0
62936,brick,4,9.0,73.0,20.0,55.53157,37.446749,0
62937,monolithBrick,8,12.0,73.0,18.0,55.570339,37.491754,0
62938,brick,10,17.0,74.8,10.0,55.56792700000001,37.47722,0
62939,panel,2,17.0,74.2,13.0,55.624174,37.311229,0
62940,brick,3,3.0,74.0,13.0,55.519937,37.395194,0
62941,brick,3,12.0,74.4,14.0,55.62211600000001,37.475189,0
62942,panel,1,17.0,73.0,10.0,55.636702,37.310384,0
62943,panel,1,17.0,73.0,10.0,55.636702,37.310384,0
62944,monolith,23,25.0,73.8,16.9,55.59861899999999,37.364337,0
62945,brick,3,3.0,74.8,15.0,55.52014000000001,37.393856,0
62946,panel,17,25.0,74.8,10.5,55.62570899999999,37.314112,0
62947,monolith,2,17.0,73.3,17.2,55.56868000000001,37.492769,0
62948,panel,10,17.0,74.1,12.0,55.636605,37.314023,0
62949,monolith,6,25.0,73.0,11.1,55.61894399999999,37.4144,0
62950,monolith,7,16.0,74.0,11.3,55.567596,37.487541,0
62951,monolith,5,12.0,73.5,6.0,55.653482,37.424228,0
62952,monolith,6,14.0,74.8,10.9,55.525609,37.442329,0
62953,panel,5,14.0,74.0,10.0,55.491936,37.555247,0
62954,monolith,4,15.0,74.0,10.0,55.512036,37.573663,0
62955,monolithBrick,3,3.0,73.2,11.0,55.519921,37.39665,0
62956,brick,3,14.0,74.7,10.0,55.491936,37.555247,0
62957,panel,1,17.0,74.0,12.0,55.602963,37.360304,0
62958,panel,1,17.0,74.0,11.0,55.602988,37.369377,0
62959,panel,7,16.0,74.4,11.6,55.523575,37.508661,0
62960,panel,17,24.0,74.54,11.8,55.625308,37.309441,0
62961,monolithBrick,7,17.0,73.3,10.7,55.597607,37.34179,0
62962,brick,7,9.0,73.3,12.0,55.53157,37.446749,0
62963,panel,9,14.0,74.5,11.6,55.569148,37.474354,0
62964,brick,5,12.0,74.0,10.0,55.568436,37.473231,0
62965,panel,10,17.0,74.0,12.0,55.604753,37.358426,0
62966,monolith,7,17.0,74.8,24.8,55.620433,37.26528,0
62967,panel,13,17.0,74.0,12.0,55.605887,37.360879,0
62968,panel,7,17.0,74.0,13.0,55.62133299999999,37.30360200000001,0
62969,monolith,1,3.0,73.7,9.1,55.547738,37.495967,0
62970,panel,7,17.0,74.0,10.0,55.62133299999999,37.30360200000001,0
62971,monolithBrick,16,17.0,74.0,10.4,55.59579100000001,37.344745,0
62972,monolith,11,17.0,74.0,11.0,55.603919,37.35863300000001,0
62973,monolithBrick,14,25.0,73.8,16.9,55.59861899999999,37.364337,0
62974,panel,25,25.0,74.0,17.0,55.598583,37.364373,0
62975,panel,17,17.0,74.0,17.0,55.621374,37.30574,0
62976,monolith,5,15.0,74.5,12.7,55.523575,37.508661,0
62977,panel,9,17.0,74.9,14.0,55.634791,37.319493,0
62978,monolithBrick,14,14.0,73.4,19.0,55.570339,37.491754,0
62979,monolith,13,15.0,75.5,19.0,55.594438,37.459649,0
62980,monolith,1,3.0,75.9,9.1,55.545508,37.493201,0
62981,monolith,6,12.0,75.0,11.4,55.521104,37.355201,0
62982,panel,9,17.0,76.2,13.0,55.636895,37.312262,0
62983,panel,13,17.0,77.0,12.7,55.525461,37.509837,0
62984,panel,8,17.0,75.0,10.6,55.592607,37.366008,0
62985,monolithBrick,8,17.0,76.0,16.0,55.566949,37.470833,0
62986,panel,2,17.0,75.0,10.0,55.603517,37.370572,0
62987,brick,13,17.0,77.0,11.0,55.56792700000001,37.47722,0
62988,panel,3,17.0,76.2,10.1,55.636651,37.317481,0
62989,monolith,1,20.0,77.0,19.0,55.637134,37.329923,0
62990,panel,1,5.0,75.0,6.0,55.47798,37.539329,0
62991,panel,1,5.0,76.7,6.0,55.47798,37.539329,0
62992,block,3,3.0,77.2,21.4,55.546995,37.323006,0
62993,monolith,7,17.0,76.01,11.2,55.511664,37.568479,0
62994,panel,12,14.0,76.5,8.4,55.448398,37.521605,0
62995,block,2,3.0,77.6,17.8,55.551013,37.326006,0
62996,brick,9,9.0,77.9,7.5,55.514779,37.525181,0
62997,brick,12,12.0,75.0,14.0,55.504098,37.556101,0
62998,monolithBrick,1,17.0,77.2,17.2,55.570843,37.473635,0
62999,monolith,5,12.0,76.4,10.0,55.594438,37.459649,0
63000,monolithBrick,6,12.0,76.0,20.0,55.57050200000001,37.489113,0
63001,panel,9,12.0,76.0,9.0,55.59843100000001,37.353441,0
63002,monolithBrick,8,12.0,76.1,19.4,55.56994200000001,37.487622,0
63003,panel,13,17.0,76.6,10.0,55.517949,37.34956,0
63004,panel,15,17.0,75.0,10.0,55.61460200000001,37.471111,0
63005,panel,4,17.0,77.4,12.9,55.636605,37.314023,0
63006,monolith,23,25.0,75.0,17.0,55.59845600000001,37.36541500000001,0
63007,panel,3,12.0,77.0,24.0,55.59149300000001,37.368056,0
63008,panel,1,17.0,76.4,10.0,55.602963,37.360304,0
63009,panel,7,17.0,76.2,12.9,55.623697,37.30539,0
63010,monolithBrick,12,17.0,75.23,13.0,55.62277099999999,37.474812,0
63011,panel,1,17.0,76.0,10.0,55.636702,37.310384,0
63012,panel,19,25.0,77.7,10.7,55.60244399999999,37.36190300000001,0
63013,panel,10,17.0,76.0,13.0,55.592123,37.367104,0
63014,monolithBrick,5,9.0,75.0,10.0,55.590378,37.45633400000001,0
63015,monolithBrick,1,9.0,77.8,14.0,55.651816,37.42381500000001,0
63016,brick,11,17.0,75.0,25.0,55.569164,37.473393,0
63017,panel,11,25.0,75.0,12.0,55.599748,37.356306,0
63018,panel,9,17.0,76.2,13.0,55.636895,37.312262,0
63019,panel,17,17.0,75.9,12.0,55.640624,37.328917,0
63020,monolithBrick,2,16.0,76.7,11.0,55.569647,37.491557,0
63021,monolithBrick,2,16.0,76.7,10.6,55.569647,37.491557,0
63022,monolith,2,16.0,76.7,11.0,55.569647,37.491557,0
63023,panel,13,17.0,75.8,12.9,55.624261,37.309585,0
63024,panel,13,17.0,76.0,12.5,55.568492000000006,37.471848,0
63025,monolithBrick,12,17.0,77.2,16.8,55.658322,37.42231500000001,0
63026,monolith,3,3.0,76.0,9.0,55.545508,37.493201,0
63027,monolithBrick,11,12.0,77.0,16.0,55.57109300000001,37.491718,0
63028,monolith,3,3.0,76.0,13.0,55.545508,37.493201,0
63029,brick,4,12.0,76.0,21.2,55.568436,37.473231,0
63030,panel,8,17.0,75.8,15.0,55.59171600000001,37.378405,0
63031,panel,10,17.0,76.0,13.0,55.589249,37.376276,0
63032,monolithBrick,16,17.0,76.0,13.0,55.526093,37.510745,0
63033,monolith,5,12.0,76.0,15.0,55.56588000000001,37.472629,0
63034,monolithBrick,6,17.0,77.0,13.0,55.572757,37.483104,0
63035,monolithBrick,5,12.0,76.0,15.0,55.56588000000001,37.472629,0
63036,panel,2,17.0,76.4,13.3,55.63600600000001,37.324623,0
63037,brick,2,5.0,76.0,16.0,55.503864,37.548609,0
63038,monolith,3,19.0,76.8,12.4,55.592581,37.20689,0
63039,panel,14,14.0,76.0,8.5,55.492314,37.55496,0
63040,monolith,11,14.0,77.3,12.3,55.554084,37.515757,0
63041,panel,11,19.0,76.0,20.9,55.592581,37.20689,0
63042,monolithBrick,8,14.0,75.2,12.0,55.47198,37.544234,0
63043,panel,3,17.0,76.4,13.1,55.52014000000001,37.34787100000001,0
63044,monolith,4,12.0,77.4,14.5,55.59200600000001,37.455804,0
63045,panel,9,17.0,76.1,10.5,55.517913,37.352075,0
63046,panel,11,17.0,76.0,14.0,55.59320200000001,37.36705,0
63047,panel,10,17.0,75.0,10.0,55.60244399999999,37.363673,0
63048,panel,15,17.0,76.4,13.2,55.52014000000001,37.34787100000001,0
63049,panel,1,17.0,75.0,10.0,55.641397,37.327614,0
63050,panel,12,17.0,76.4,13.3,55.507045,37.571911,0
63051,panel,15,17.0,75.0,13.0,55.52014000000001,37.34787100000001,0
63052,panel,8,17.0,76.0,13.0,55.517959,37.347925,0
63053,panel,8,17.0,76.4,13.3,55.592123,37.367104,0
63054,panel,19,25.0,77.7,10.7,55.60244399999999,37.36190300000001,0
63055,monolithBrick,8,16.0,76.5,12.0,55.569647,37.491557,0
63056,panel,17,18.0,75.0,12.0,55.62465200000001,37.304204,0
63057,panel,14,17.0,77.4,14.0,55.60215400000001,37.357357,0
63058,panel,12,16.0,75.0,13.0,55.523575,37.508661,0
63059,monolith,12,25.0,76.0,11.0,55.63379000000001,37.415469,0
63060,monolith,2,16.0,75.0,20.0,55.57109300000001,37.491718,0
63061,monolithBrick,17,17.0,76.2,11.6,55.567494,37.478711,0
63062,panel,3,10.0,75.0,13.0,55.523682,37.511814,0
63063,panel,8,17.0,77.0,10.1,55.602759,37.367445,0
63064,panel,17,17.0,76.0,15.0,55.624261,37.309585,0
63065,panel,13,17.0,77.0,12.0,55.622233,37.306926,0
63066,panel,3,17.0,76.0,13.0,55.638689,37.327641,0
63067,panel,13,17.0,75.0,12.0,55.605744,37.362568,0
63068,panel,25,25.0,75.1,10.6,55.599748,37.356306,0
63069,panel,16,17.0,75.0,13.0,55.603517,37.370572,0
63070,monolithBrick,3,17.0,77.2,16.8,55.65861700000001,37.424704,0
63071,panel,12,17.0,77.0,11.0,55.644074,37.326725,0
63072,panel,8,17.0,75.0,11.0,55.60215400000001,37.357357,0
63073,monolith,3,12.0,75.1,12.0,55.65339,37.426393,0
63074,monolith,2,14.0,75.0,20.0,55.655026,37.424399,0
63075,monolithBrick,13,19.0,77.39,18.5,55.593619,37.341852,0
63076,panel,9,17.0,78.0,13.0,55.636895,37.312262,0
63077,panel,6,17.0,78.0,13.0,55.63656999999999,37.321461,0
63078,monolith,8,15.0,78.0,14.0,55.59324300000001,37.461248,0
63079,monolith,12,19.0,79.2,12.0,55.504206,37.539042,0
63080,monolith,15,15.0,78.0,11.0,55.554791,37.462694,0
63081,monolith,2,16.0,78.2,22.1,55.57109300000001,37.491718,0
63082,monolith,10,16.0,78.6,11.0,55.569708,37.490389,0
63083,monolith,11,17.0,78.1,12.0,55.52431899999999,37.514015,0
63084,monolith,8,17.0,79.0,18.0,55.572757,37.483104,0
63085,panel,4,25.0,78.0,11.0,55.602835,37.357636,0
63086,monolith,4,16.0,79.6,15.0,55.566567000000006,37.485637,0
63087,monolith,6,7.0,78.0,12.0,55.585347,37.12579,0
63088,monolith,7,14.0,79.0,11.5,55.56623100000001,37.497629,0
63089,brick,1,3.0,78.0,14.0,55.514636,37.374542,0
63090,panel,7,17.0,78.0,10.0,55.593507,37.364517,0
63091,panel,7,17.0,78.0,10.0,55.602963,37.360304,0
63092,panel,7,17.0,79.0,13.0,55.59320200000001,37.36705,0
63093,panel,12,17.0,79.0,13.3,55.591701,37.37695,0
63094,monolith,3,17.0,78.0,18.0,55.620433,37.26528,0
63095,panel,5,17.0,78.0,10.0,55.640579,37.327452,0
63096,monolith,8,17.0,79.0,18.0,55.572757,37.483104,0
63097,panel,7,25.0,78.0,10.5,55.62570899999999,37.314112,0
63098,block,1,3.0,79.5,14.3,55.514391,37.371614,0
63099,panel,15,17.0,78.0,13.0,55.59320200000001,37.36705,0
63100,monolithBrick,3,3.0,79.0,9.0,55.550229,37.498213,0
63101,monolithBrick,3,3.0,79.0,9.0,55.550229,37.498213,0
63102,panel,9,17.0,78.0,13.0,55.636895,37.312262,0
63103,panel,9,17.0,78.0,13.0,55.636895,37.312262,0
63104,panel,2,17.0,78.0,12.0,55.639065,37.326078,0
63105,panel,20,25.0,78.0,11.0,55.601254,37.36193,0
63106,panel,16,17.0,79.0,13.0,55.624261,37.309585,0
63107,panel,8,17.0,78.0,10.0,55.636651,37.317481,0
63108,monolith,11,17.0,78.5,13.0,55.618928,37.411113,0
63109,panel,11,17.0,79.0,13.0,55.644074,37.326725,0
63110,panel,8,14.0,79.9,12.5,55.592637,37.461122,0
63111,wood,12,17.0,79.4,12.0,55.640624,37.328917,0
63112,monolith,2,8.0,78.0,11.0,55.590378,37.45633400000001,0
63113,panel,10,25.0,78.6,10.7,55.602835,37.357636,0
63114,monolith,5,7.0,78.4,11.0,55.59484000000001,37.461517,0
63115,monolith,7,12.0,79.8,15.0,55.469433,37.544207,0
63116,panel,14,17.0,78.0,10.0,55.517913,37.352075,0
63117,monolithBrick,4,16.0,78.8,12.0,55.52431899999999,37.514015,0
63118,panel,13,17.0,79.0,13.0,55.63839399999999,37.30795,0
63119,panel,7,17.0,78.0,10.5,55.593507,37.364517,0
63120,panel,6,17.0,78.0,13.0,55.588949,37.3712,0
63121,panel,9,17.0,78.0,12.7,55.60489499999999,37.361436,0
63122,panel,4,17.0,78.0,13.0,55.592103,37.370329,0
63123,brick,5,7.0,79.6,12.0,55.530159,37.447252,0
63124,monolith,12,18.0,78.0,15.0,55.63379000000001,37.415469,0
63125,panel,2,17.0,78.0,13.0,55.639065,37.326078,0
63126,monolith,1,3.0,79.0,14.4,55.51329499999999,37.368317,0
63127,panel,15,25.0,78.0,12.0,55.598817,37.360196,0
63128,monolith,12,25.0,78.4,11.1,55.602835,37.357636,0
63129,monolithBrick,5,9.0,78.9,14.3,55.651816,37.42381500000001,0
63130,panel,8,17.0,79.2,12.9,55.60539300000001,37.3644,0
63131,panel,14,17.0,78.0,10.0,55.640579,37.327452,0
63132,monolithBrick,6,9.0,78.0,14.0,55.651816,37.42381500000001,0
63133,panel,9,17.0,78.0,14.0,55.635599,37.319996,0
63134,monolith,8,25.0,79.5,11.9,55.638536,37.332151,0
63135,monolith,12,15.0,81.0,16.0,55.590785,37.451438,0
63136,monolithBrick,6,16.0,80.2,11.7,55.569647,37.491557,0
63137,panel,10,17.0,81.0,14.0,55.60244399999999,37.363673,0
63138,monolith,9,15.0,81.0,14.0,55.592525,37.455471,0
63139,monolith,11,15.0,82.3,13.5,55.592525,37.455471,0
63140,monolith,7,15.0,82.5,14.0,55.59324300000001,37.461248,0
63141,monolith,5,17.0,80.0,10.0,55.540954000000006,37.497369,0
63142,panel,2,17.0,80.0,10.5,55.634791,37.319493,0
63143,panel,4,17.0,80.0,13.0,55.636651,37.317481,0
63144,block,1,3.0,80.0,22.0,55.547087,37.321425,0
63145,monolithBrick,12,17.0,82.7,14.0,55.590785,37.451438,0
63146,block,3,3.0,80.0,25.0,55.515844,37.375539,0
63147,monolith,7,16.0,82.0,15.0,55.603766,37.169367,0
63148,monolith,3,3.0,80.0,18.0,55.550071,37.32889,0
63149,monolith,2,3.0,80.9,12.0,55.51894300000001,37.394575,0
63150,monolith,4,15.0,80.5,14.7,55.549781,37.50973,0
63151,monolithBrick,7,15.0,81.0,14.0,55.549781,37.50973,0
63152,monolith,9,12.0,80.2,13.8,55.592937,37.457403,0
63153,monolith,7,15.0,81.1,14.7,55.549781,37.50973,0
63154,monolith,7,15.0,81.1,14.6,55.549781,37.50973,0
63155,monolithBrick,1,17.0,80.0,15.0,55.570843,37.473635,0
63156,panel,2,17.0,80.0,13.0,55.62301,37.307411,0
63157,monolithBrick,5,16.0,80.0,11.3,55.566909,37.494359,0
63158,panel,2,12.0,82.0,13.0,55.514661,37.35446500000001,0
63159,panel,3,17.0,81.0,10.5,55.62301,37.307411,0
63160,panel,9,17.0,80.0,11.0,55.592607,37.366008,0
63161,panel,3,17.0,80.0,13.0,55.591025,37.377623,0
63162,monolithBrick,3,9.0,82.2,13.0,55.592256000000006,37.459361,0
63163,panel,2,17.0,80.0,12.0,55.516909,37.35203900000001,0
63164,panel,16,17.0,80.0,12.9,55.592607,37.366008,0
63165,panel,2,17.0,80.0,13.0,55.639065,37.326078,0
63166,monolith,17,17.0,80.0,8.0,55.573576,37.486311,0
63167,monolith,14,17.0,80.0,15.4,55.573576,37.486311,0
63168,panel,7,17.0,80.0,12.9,55.644476,37.328009,0
63169,monolith,9,19.0,82.0,12.0,55.59553199999999,37.342095,0
63170,monolithBrick,18,20.0,81.2,11.4,55.63692,37.333292,0
63171,panel,15,25.0,80.0,11.0,55.601477,37.366853000000006,0
63172,monolithBrick,2,9.0,82.2,15.1,55.651816,37.42381500000001,0
63173,monolithBrick,8,17.0,81.0,10.0,55.577012,37.474489,0
63174,panel,5,10.0,80.0,10.0,55.525119,37.513089,0
63175,monolith,2,25.0,80.0,12.0,55.638536,37.332151,0
63176,monolithBrick,4,24.0,82.0,12.9,55.657291,37.426132,0
63177,monolith,8,24.0,82.2,12.0,55.636646,37.331216,0
63178,monolith,19,25.0,80.0,16.0,55.637596,37.333462,1
63179,brick,9,17.0,80.0,18.0,55.65834200000001,37.425674,1
63180,block,2,3.0,81.1,18.0,55.551013,37.326006,0
63181,brick,8,13.0,80.0,12.0,55.500315,37.541198,0
63182,monolith,5,15.0,81.8,11.0,55.550677,37.51043,0
63183,brick,1,9.0,80.0,9.0,55.601574,37.162782,0
63184,monolithBrick,4,17.0,82.0,12.0,55.594438,37.459649,0
63185,monolith,10,12.0,80.4,14.5,55.59200600000001,37.455804,0
63186,panel,3,12.0,80.0,10.0,55.515818,37.351159,0
63187,panel,18,25.0,80.0,12.0,55.62570899999999,37.314112,0
63188,block,1,3.0,81.0,15.0,55.513326,37.369395,0
63189,panel,6,17.0,82.0,10.0,55.636605,37.314023,0
63190,panel,7,17.0,80.0,14.0,55.590109,37.378881,0
63191,monolithBrick,15,15.0,82.6,14.1,55.59324300000001,37.461248,0
63192,brick,5,7.0,80.0,12.0,55.530159,37.447252,0
63193,monolithBrick,3,17.0,82.2,18.3,55.56949399999999,37.469755,0
63194,panel,17,25.0,81.1,10.7,55.599672,37.357348,0
63195,monolithBrick,12,17.0,80.0,15.5,55.573576,37.486311,0
63196,monolith,7,18.0,80.6,16.5,55.54395400000001,37.48428,0
63197,panel,13,17.0,82.0,13.0,55.637271,37.325961,0
63198,monolithBrick,6,12.0,82.1,12.4,55.56588000000001,37.472629,0
63199,panel,14,17.0,80.0,13.0,55.602963,37.360304,0
63200,monolithBrick,14,25.0,82.5,9.8,55.592108,37.373563,0
63201,monolith,8,25.0,80.0,12.0,55.638536,37.332151,0
63202,panel,15,17.0,80.0,13.0,55.602963,37.360304,0
63203,brick,2,3.0,84.2,10.5,55.632184,37.426204,0
63204,monolith,8,9.0,84.8,12.8,55.59356800000001,37.46052,0
63205,monolith,20,22.0,83.1,13.0,55.634639,37.328899,0
63206,monolith,15,20.0,83.2,11.7,55.637134,37.329923,0
63207,monolith,17,22.0,83.2,10.0,55.634639,37.328899,0
63208,panel,25,25.0,84.0,10.0,55.62657900000001,37.313502,0
63209,panel,25,25.0,83.0,10.0,55.62657900000001,37.313502,0
63210,panel,12,17.0,83.0,13.0,55.637698,37.305812,0
63211,monolith,15,20.0,83.2,12.0,55.637134,37.329923,0
63212,monolith,4,16.0,84.4,19.9,55.603766,37.169367,0
63213,monolithBrick,6,9.0,84.6,24.6,55.59356800000001,37.46052,0
63214,panel,17,25.0,84.1,10.1,55.62449,37.314831,0
63215,block,25,25.0,84.0,10.0,55.62657900000001,37.313502,0
63216,panel,12,12.0,84.8,10.1,55.52038,37.351842,0
63217,panel,25,25.0,83.84,10.1,55.62657900000001,37.313502,0
63218,panel,11,17.0,83.0,11.0,55.592866,37.368443,0
63219,monolithBrick,5,16.0,84.0,11.0,55.569647,37.491557,0
63220,monolithBrick,5,16.0,84.4,11.0,55.566369,37.486481,0
63221,monolithBrick,5,16.0,84.4,11.0,55.569647,37.491557,0
63222,monolith,7,25.0,83.0,11.2,55.62657900000001,37.313502,0
63223,panel,11,17.0,83.7,10.0,55.62352900000001,37.303126,0
63224,panel,14,17.0,84.0,13.0,55.604387,37.369907,0
63225,monolithBrick,11,12.0,83.0,13.4,55.573327,37.490506,0
63226,monolith,8,25.0,83.6,11.0,55.638612,37.330785,0
63227,monolith,13,17.0,83.6,12.0,55.5966,37.341682,0
63228,monolithBrick,5,9.0,84.29,25.3,55.651816,37.42381500000001,0
63229,monolith,9,22.0,83.0,10.0,55.634639,37.328899,0
63230,monolithBrick,15,22.0,83.2,12.0,55.637134,37.329923,0
63231,monolith,2,14.0,84.0,12.0,55.655026,37.424399,0
63232,monolith,3,25.0,84.7,12.1,55.638536,37.332151,0
63233,monolith,7,7.0,83.6,11.0,55.589926,37.452633,1
63234,monolithBrick,11,15.0,83.2,12.8,55.594438,37.459649,0
63235,monolith,6,9.0,83.0,13.0,55.59356800000001,37.46052,0
63236,monolith,11,19.0,83.0,13.4,55.59553199999999,37.342095,0
63237,monolith,4,16.0,83.3,12.4,55.591564,37.448321,0
63238,block,1,3.0,84.0,18.0,55.51225,37.367032,0
63239,panel,11,17.0,84.0,10.0,55.602988,37.369377,0
63240,monolith,2,12.0,84.0,14.1,55.594143,37.460664,0
63241,monolith,3,9.0,83.0,12.9,55.592637,37.461122,0
63242,panel,25,25.0,83.0,10.0,55.62657900000001,37.313502,0
